subID,HP1,HP2,HP3,HP4,HP5,HP6,HP7,HP8,Age,BIS1,BIS2,BIS3,BIS4,BIS5,BIS6,BIS7,BIS8,BIS9,BIS10,BIS11,BIS12,BIS13,BIS14,BIS15,BIS16,BIS17,BIS18,BIS19,BIS20,BIS21,BIS22,BIS23,BIS24,BIS25,BIS26,BIS27,BIS28,BIS29,BIS30,BIS_score,BFI1,BFI2,BFI3,BFI4,BFI5,BFI6,BFI7,BFI8,BFI9,BFI10,BFI11,BFI12,BFI13,BFI14,BFI15,BFI16,BFI17,BFI18,BFI19,BFI20,BFI21,BFI22,BFI23,BFI24,BFI25,BFI26,BFI27,BFI28,BFI29,BFI30,BFI31,BFI32,BFI33,BFI34,BFI35,BFI36,BFI37,BFI38,BFI39,BFI40,BFI41,BFI42,BFI43,BFI44,BFI_C_score,P_Q1TP,P_Q2RCS,P_Q3RTP,P_Q4RCS,P_Q5CS,P_Q6RMF,P_Q7TP,P_Q8CS,P_Q9MF,P_Q10RMF,P_Q11RTP,P_Q12RCS,P_Q13RMF,P_Q14TP,P_Q15CS,P_Q16MF,P_Q17CS,P_Q18RCS,P_Q19MF,P_Q20RTP,P_Q21RCS,P_Q22RMF,P_Q23TP,P_Q24MF,P_QR25TP,P_Q26CS,P_Q27MF,P_Q28TP,P_Q29RMF,P_Q30RTP,Planfulness_score,Age,SES1,SES2,threshold,minincome,maxincome,adj_inc,INR
784,2,4,1,3,2,5,2,2,37,3,2,2,1,2,2,1,2,3,2,3,3,2,3,3,1,2,3,3,2,1,1,1,1,1,2,3,2,4,3,2.133333333,5,4,5,3,4,3,3,2,2,4,3,1,5,4,4,2,2,5,4,4,4,4,4,4,3,4,3,4,4,3,3,4,5,4,4,4,2,4,2,4,1,4,2,1,3.409090909,4,4,3,2,4,3,4,5,5,4,4,3,5,4,4,4,4,4,4,4,4,4,1,2,3,4,3,3,4,4,3.666666667,37,4,"$70,000 - $79,999",24755,70000,80000,75000,3.029690972
785,1,1,1,1,1,5,5,3,38,3,2,2,1,1,2,2,2,2,2,3,1,2,1,3,1,1,1,1,1,1,1,2,1,1,2,2,4,2,2,1.733333333,1,1,5,5,4,5,5,5,1,3,1,1,5,4,3,3,4,5,5,3,5,5,5,3,3,1,3,4,3,5,5,5,4,5,5,1,2,5,5,3,3,4,5,3,3.659090909,5,3,4,3,4,2,3,4,4,4,3,3,2,4,4,4,4,3,4,3,2,3,4,3,3,4,3,3,4,3,3.4,38,3,"$90,000 - $99,999",18774,90000,1.00E+05,95000,5.060189624
786,3,2,4,2,2,5,5,2,59,2,1,2,4,1,1,1,1,1,1,3,1,1,1,2,1,2,2,3,2,1,2,1,2,1,2,1,1,2,1,1.566666667,3,2,5,1,4,4,4,4,5,4,4,1,5,5,4,4,4,4,2,4,4,4,4,5,4,4,4,5,2,4,3,4,5,5,3,5,4,5,2,5,3,5,4,4,3.863636364,5,4,2,4,3,3,4,4,3,4,1,4,4,4,4,4,5,4,4,4,4,4,4,4,2,4,4,4,4,4,3.733333333,59,2,"$140,000-$149,999",16072,140000,150000,145000,9.021901444
787,1,2,1,1,2,5,1,5,31,3,3,4,2,1,1,2,2,1,1,2,1,3,1,1,2,2,1,2,1,1,1,2,1,1,3,1,1,4,1,1.733333333,1,4,2,1,3,5,2,2,5,4,3,2,2,2,5,2,5,4,1,3,5,4,2,4,2,4,5,3,1,1,5,4,5,5,2,1,2,4,2,4,5,1,1,1,2.977272727,4,5,4,1,2,5,5,2,2,5,4,1,3,5,4,5,4,2,5,4,1,4,4,3,5,2,4,4,5,5,3.633333333,31,1,"$100,000 - $109,999",12486,1.00E+05,110000,105000,8.409418549
788,4,2,4,3,2,2,3,3,34,2,2,2,2,2,2,2,3,3,2,3,3,3,2,3,1,2,2,2,2,3,3,2,2,2,3,3,2,2,2,2.3,4,3,3,2,3,4,3,4,3,3,3,3,4,3,3,4,4,3,3,4,3,4,4,3,4,3,3,4,3,3,4,3,3,4,3,4,4,3,4,3,4,4,3,4,3.409090909,4,3,2,2,3,2,4,4,4,3,2,3,4,4,3,4,4,2,3,3,2,2,3,3,2,4,3,3,2,3,3,34,3,"$120,000-$129,999",18774,120000,130000,125000,6.658144242
789,1,4,1,1,1,1,5,5,75,1,2,4,2,1,3,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,2,2,1,2,3,3,1,2,1,1.633333333,4,2,5,1,4,5,4,4,4,5,5,1,5,5,5,4,4,5,4,4,4,4,5,5,4,4,2,5,2,5,5,5,5,5,2,5,1,5,4,5,1,5,3,5,4,5,4,3,4,5,4,5,5,5,3,5,5,5,5,4,3,5,3,4,4,3,5,3,4,4,5,4,4,3,4,4.166666667,75,2,"$140,000-$149,999",14507,140000,150000,145000,9.995174743
790,1,3,1,1,1,5,4,3,62,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,3,2,3,1,1.566666667,2,1,5,2,4,3,5,5,3,4,4,1,5,3,4,4,5,5,3,3,2,4,5,5,4,4,2,5,1,4,2,5,5,4,2,4,1,4,2,5,1,4,5,4,3.522727273,4,3,4,4,5,4,4,5,4,4,4,3,4,4,5,4,4,4,3,4,4,5,3,4,4,4,2,3,4,4,3.9,62,2,"$100,000 - $109,999",16072,1.00E+05,110000,105000,6.533101045
791,1,4,1,3,4,1,2,5,39,3,3,3,1,3,2,3,4,3,4,2,3,4,4,2,2,2,2,3,3,2,3,2,1,4,2,3,3,4,4,2.8,5,4,2,4,3,3,4,2,1,3,2,4,1,5,3,1,5,3,3,3,2,4,2,1,4,4,3,2,4,3,4,4,4,1,3,4,4,3,4,4,3,3,3,2,3.090909091,3,4,2,4,4,2,2,3,2,2,4,4,3,3,3,2,4,4,2,2,4,2,2,4,2,4,2,4,2,3,2.933333333,39,4,"$100,000 - $109,999",24755,1.00E+05,110000,105000,4.24156736
792,1,1,1,1,1,5,5,5,46,1,1,2,4,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1.366666667,3,2,5,1,4,3,4,5,4,5,5,1,5,1,4,5,5,5,1,5,4,5,5,5,5,4,1,5,1,5,4,5,5,4,3,1,1,5,2,4,4,5,4,4,3.727272727,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,4,4,4,4,5,5,5,5,5,3,4,4,5,5,5,4.633333333,46,2,"$120,000-$129,999",16072,120000,130000,125000,7.777501244
793,3,2,2,1,1,5,5,1,47,2,1,1,2,2,2,1,2,2,2,2,3,1,1,4,1,1,3,1,1,1,1,3,1,1,1,2,1,3,1,1.666666667,4,4,4,3,1,3,2,2,2,2,3,1,5,4,3,4,4,5,5,1,2,5,5,5,2,3,1,4,1,2,1,4,4,2,5,4,1,4,5,3,5,5,5,1,3.204545455,5,4,3,5,5,4,4,5,5,5,5,2,5,4,4,5,4,4,3,5,5,4,2,5,4,4,5,4,1,4,4.133333333,47,2,"$150,000-$159,999",16072,150000,160000,155000,9.644101543
794,1,1,1,1,1,5,5,1,31,1,1,2,2,1,1,1,2,2,3,2,1,1,2,3,1,1,1,1,1,1,1,4,2,1,1,2,2,1,1,1.533333333,2,2,5,2,5,4,5,5,5,4,4,1,5,4,4,5,4,5,5,4,4,4,5,5,4,2,2,5,4,5,4,5,5,5,5,4,2,5,4,4,2,5,4,5,4.068181818,5,4,4,4,5,4,5,5,5,4,5,4,5,5,5,5,5,4,5,4,4,5,4,4,5,4,5,3,4,5,4.5,31,3,"$150,000-$159,999",18774,150000,160000,155000,8.25609886
795,1,2,1,1,1,5,3,4,54,1,2,2,4,1,3,1,3,2,1,4,1,1,3,2,1,2,2,3,1,1,4,1,1,1,1,2,4,3,2,2,5,1,5,1,3,1,5,5,2,4,5,1,5,4,5,4,4,5,2,4,1,5,5,1,3,5,2,5,3,2,1,5,5,2,4,4,2,5,1,4,4,5,4,1,3.409090909,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,4,4,4,5,3,5,4.566666667,54,4,"$110,000-$119,999",24755,110000,120000,115000,4.645526156
796,2,2,2,1,1,5,4,5,63,2,2,2,3,1,1,2,2,2,3,2,2,2,1,3,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,1.766666667,4,1,4,2,4,2,5,5,4,4,3,1,5,2,4,4,4,2,2,2,2,5,4,4,2,4,1,4,2,4,2,5,4,5,4,4,2,4,2,4,4,5,4,2,3.340909091,5,4,2,4,4,4,4,5,4,5,5,5,4,4,4,4,4,2,5,5,4,5,5,4,1,4,4,4,4,4,4.066666667,63,2,"$120,000-$129,999",16072,120000,130000,125000,7.777501244
797,4,4,2,4,1,5,5,4,49,3,3,3,1,2,4,3,2,3,4,1,2,2,1,3,1,2,2,2,2,1,2,2,1,4,2,4,1,1,3,2.233333333,1,5,4,5,5,5,4,1,2,5,1,1,4,5,3,2,5,2,5,5,5,2,1,1,4,3,4,2,4,5,4,4,2,5,2,2,3,4,5,4,2,5,4,2,3.386363636,4,4,2,2,4,4,4,4,4,1,1,4,4,2,4,2,2,5,3,3,4,4,4,4,4,4,3,4,2,2,3.266666667,49,4,"$190,000-$199,999",24755,190000,2.00E+05,195000,7.877196526
798,2,2,1,1,1,5,5,5,47,3,2,3,3,2,2,3,3,2,3,3,3,3,1,3,1,2,1,2,2,1,2,2,2,1,2,3,2,2,2,2.2,5,2,5,4,3,4,4,4,3,5,2,1,5,3,4,3,5,2,4,3,2,5,4,4,3,1,1,3,3,4,4,5,5,2,3,5,1,4,3,4,2,5,4,3,3.431818182,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3.933333333,47,6,"$140,000-$149,999",34337,140000,150000,145000,4.222849987
799,4,3,3,1,2,4,5,4,41,2,2,3,1,1,1,2,3,3,4,2,2,4,3,2,1,3,2,2,2,2,3,4,2,3,2,3,1,3,2,2.333333333,4,4,5,2,2,4,5,4,1,4,2,2,5,4,5,1,4,3,1,2,3,5,5,2,2,4,4,4,3,5,5,4,5,4,4,3,4,4,2,3,4,4,4,3,3.5,5,4,3,4,4,3,4,4,4,2,4,3,4,2,4,2,4,2,4,2,4,2,4,4,3,2,4,4,4,4,3.433333333,41,3,"$100,000 - $109,999",18774,1.00E+05,110000,105000,5.592841163
800,2,5,1,2,4,3,4,4,32,1,2,3,2,1,1,4,4,3,1,2,1,1,1,1,4,1,2,1,3,1,1,1,2,1,1,1,1,2,1,1.7,3,5,5,1,5,5,2,4,5,5,5,5,4,3,5,5,4,4,4,5,1,2,4,5,5,4,3,2,5,5,4,3,4,4,5,4,5,4,4,5,4,5,2,5,4.045454545,5,2,2,2,5,3,3,5,4,2,2,3,4,4,3,4,2,2,4,4,2,1,5,4,2,5,4,5,2,2,3.233333333,32,7,"$120,000-$129,999",39509,120000,130000,125000,3.163836088
801,2,3,1,1,4,4,2,5,46,2,2,2,4,1,2,2,1,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1.533333333,4,2,5,2,5,4,3,4,2,3,4,1,3,2,5,1,1,5,1,4,1,5,5,4,3,3,4,3,4,3,2,2,5,5,2,5,1,2,2,4,3,5,4,4,3.227272727,5,4,3,2,4,5,5,4,4,5,3,2,3,3,5,4,3,1,3,2,4,2,3,5,3,2,4,3,2,3,3.366666667,46,4,"$190,000-$199,999",24755,190000,2.00E+05,195000,7.877196526
802,1,2,1,1,1,5,3,1,31,2,1,2,3,1,3,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,2,1,1,1,1.466666667,5,1,5,1,5,5,5,5,5,5,5,1,5,1,5,5,5,5,1,5,1,5,5,5,5,5,1,5,1,4,3,5,5,5,1,5,1,5,1,5,5,5,1,4,3.818181818,5,5,1,1,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,3,5,5,5,5,5,4.4,31,1,"$100,000 - $109,999",12486,1.00E+05,110000,105000,8.409418549
803,1,2,2,2,1,5,5,5,18,1,2,2,3,2,4,1,2,2,2,1,1,1,3,1,2,1,1,2,1,1,2,2,2,1,4,2,1,1,1,1.733333333,4,1,5,3,5,1,4,4,1,5,4,1,5,5,5,4,5,2,5,5,1,5,5,2,5,2,2,5,5,5,2,4,5,1,5,5,3,5,5,5,1,5,4,5,3.772727273,5,4,4,5,5,5,5,5,5,3,5,5,4,2,4,4,4,5,4,5,2,4,4,4,5,5,4,4,1,5,4.2,18,5,"$130,000-$139,999",29854,130000,140000,135000,4.522007101
804,3,4,1,1,1,5,4,4,61,1,1,2,3,2,3,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,3,1,1,2,2,2,3,2,1.6,3,4,5,1,5,4,5,3,4,4,4,1,5,4,5,4,4,1,2,2,4,5,5,5,5,4,5,5,2,2,4,5,5,5,2,4,3,4,2,4,4,4,3,2,3.704545455,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3.9,61,2,"$500,000-$999,999",16072,5.00E+05,1.00E+06,750000,46.66500747
805,4,2,4,1,1,5,4,2,35,2,2,2,3,1,2,2,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,1,2,1.6,2,4,5,1,5,4,5,4,5,5,5,4,5,4,5,5,4,5,2,5,2,5,5,5,5,5,1,5,2,3,2,5,5,4,1,5,2,5,1,4,2,5,5,3,3.886363636,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3.9,35,4,"$250,000-$299,999",24755,250000,3.00E+05,275000,11.1088669
806,2,1,1,1,1,5,5,5,31,2,1,2,3,1,1,1,1,1,1,1,1,1,2,4,1,1,2,2,2,1,3,2,2,3,1,2,2,1,2,1.666666667,2,4,5,4,4,4,4,5,5,5,4,2,5,4,2,4,5,5,4,2,4,4,5,5,3,5,4,5,2,2,2,5,5,4,2,4,2,5,1,4,2,4,5,1,3.727272727,5,5,2,2,4,4,5,3,4,4,5,4,4,4,4,5,4,4,3,4,5,5,4,4,4,5,4,4,4,4,4.066666667,31,2,"$120,000-$129,999",16072,120000,130000,125000,7.777501244
807,2,4,4,2,1,4,3,5,35,3,3,3,4,3,3,2,1,3,1,2,3,1,1,3,1,3,3,4,2,3,3,4,2,1,3,2,4,1,1,2.433333333,4,5,5,2,4,4,4,4,2,5,4,2,4,4,5,3,2,1,2,5,4,2,2,3,5,4,4,4,5,5,4,4,5,4,5,4,4,5,2,3,1,4,1,5,3.636363636,5,5,4,2,5,3,4,5,4,4,4,2,4,4,4,4,4,1,2,2,4,4,2,4,3,5,4,4,1,4,3.566666667,35,3,"$140,000-$149,999",18774,140000,150000,145000,7.723447321
808,4,1,3,4,1,1,5,3,58,1,2,3,1,2,1,1,2,2,3,1,3,1,2,4,1,1,2,2,2,1,2,3,1,2,1,2,1,1,3,1.8,5,4,5,3,4,3,2,3,2,2,3,3,5,4,3,5,5,5,4,4,3,4,4,4,3,5,4,3,3,2,4,4,5,4,5,2,4,3,3,3,5,4,3,1,3.613636364,4,4,2,5,4,2,3,4,4,2,4,5,3,3,4,3,4,5,4,3,5,2,4,4,2,2,3,4,2,4,3.466666667,58,2,"$140,000-$149,999",16072,140000,150000,145000,9.021901444
809,4,3,1,1,1,1,3,5,50,2,1,4,3,2,2,1,1,2,3,2,2,2,2,2,1,1,2,2,2,1,3,1,1,2,2,3,2,3,3,2,3,2,5,1,4,3,3,4,4,5,3,2,5,3,3,4,4,3,3,3,3,3,5,4,4,4,2,4,3,5,4,4,4,4,2,3,3,5,2,4,1,4,3,4,3.431818182,4,4,4,4,4,4,4,4,4,4,4,2,5,4,4,4,4,3,4,5,3,4,4,4,5,5,3,4,4,4,3.966666667,50,5,"$140,000-$149,999",29854,140000,150000,145000,4.85697059
810,2,4,2,2,2,3,3,4,27,2,2,2,3,2,3,2,2,3,2,2,2,2,2,3,1,2,2,2,2,1,3,2,2,1,3,2,2,3,2,2.133333333,4,3,4,1,4,3,4,3,4,4,4,2,4,3,4,4,4,3,3,4,4,4,4,4,4,2,2,3,2,4,4,4,4,4,3,3,2,4,3,4,2,4,3,4,3.409090909,4,4,2,2,4,4,4,3,4,3,4,4,4,4,3,3,3,2,4,3,4,4,4,4,4,4,4,3,4,4,3.566666667,27,2,"$170,000-$179,999",16072,170000,180000,175000,10.88850174
811,3,2,2,1,1,5,4,5,20,1,1,4,4,2,2,1,1,3,3,1,1,1,2,1,4,1,1,1,2,2,1,2,2,3,1,3,1,1,1,1.8,5,4,5,1,5,4,5,1,5,5,4,3,4,2,5,4,5,3,2,4,3,4,4,5,5,5,4,5,3,5,3,5,4,5,4,4,1,5,2,5,2,4,2,5,3.863636364,5,4,2,4,4,2,2,4,3,2,5,3,1,3,4,5,5,4,5,1,4,1,5,5,1,5,5,4,4,5,3.566666667,20,3,"$100,000 - $109,999",18774,1.00E+05,110000,105000,5.592841163
812,1,3,3,2,1,5,4,4,30,2,2,2,3,2,3,1,1,3,2,3,2,2,1,3,1,1,2,2,3,1,2,3,2,1,2,2,3,3,3,2.1,2,3,4,2,3,4,4,3,2,4,3,2,5,4,3,4,5,4,5,3,5,4,4,3,3,3,2,4,4,4,5,5,4,3,3,3,2,4,5,4,3,4,2,1,3.477272727,5,2,3,4,4,2,4,4,3,2,4,4,4,3,4,2,3,4,4,2,3,2,2,3,3,3,3,4,3,3,3.2,30,2,"$170,000-$179,999",16072,170000,180000,175000,10.88850174
813,3,1,1,2,1,5,4,4,23,2,2,4,2,2,2,2,3,3,3,1,1,1,2,3,1,2,3,2,3,1,2,1,2,1,2,1,1,3,1,1.966666667,4,4,5,2,5,4,4,4,2,5,2,1,5,4,5,5,2,5,5,5,4,1,4,3,4,4,4,4,4,5,2,4,5,2,5,3,1,4,2,4,5,5,4,5,3.772727273,5,4,3,4,5,4,4,5,4,4,5,3,4,4,4,3,4,4,4,4,5,4,5,4,4,5,4,5,4,5,4.2,23,2,"$100,000 - $109,999",16072,1.00E+05,110000,105000,6.533101045
814,1,3,2,1,1,5,3,3,59,2,2,3,3,1,1,2,2,2,1,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,1.633333333,3,2,5,1,5,4,4,5,4,5,5,1,5,2,4,4,4,5,1,3,3,4,5,5,5,4,2,4,1,4,1,4,5,5,2,5,1,5,1,4,4,3,5,3,3.568181818,5,5,4,3,4,5,5,4,4,5,4,4,5,4,4,4,4,3,4,5,5,5,4,5,3,4,4,3,4,3,4.166666667,59,2,"$120,000-$129,999",16072,120000,130000,125000,7.777501244
815,4,4,4,1,2,2,4,4,55,2,2,3,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,3,1,1.866666667,2,4,4,2,2,4,4,4,2,4,2,2,5,4,4,3,2,4,4,4,5,4,2,4,2,4,2,4,4,2,4,4,4,4,4,2,2,4,2,4,4,4,2,2,3.295454545,5,4,4,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.133333333,55,2,"$150,000-$159,999",16072,150000,160000,155000,9.644101543
816,3,2,2,2,2,5,4,4,29,2,2,3,3,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,1.733333333,2,3,4,4,4,4,4,4,2,4,2,2,5,4,5,4,4,4,4,5,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,3,2,5,4,5,4,4,4,4,3.75,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,3,4,3.8,29,2,"$120,000-$129,999",16072,120000,130000,125000,7.777501244
817,3,3,1,1,1,4,2,5,46,2,2,2,3,2,2,3,3,3,3,2,3,3,2,3,1,2,2,1,3,1,2,1,1,1,3,2,1,1,2,2.066666667,4,3,4,3,4,2,4,3,2,5,4,2,5,4,4,5,4,2,2,4,3,3,4,3,4,4,3,4,4,4,4,4,3,3,2,4,3,4,3,3,1,3,2,4,3.386363636,4,3,3,4,4,3,4,4,4,3,3,3,3,4,4,3,4,3,3,3,4,3,3,3,4,4,4,4,3,4,3.5,46,4,"$120,000-$129,999",24755,120000,130000,125000,5.049484953
818,2,2,2,2,1,4,2,4,51,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,3,4,4,4,4,4,4,2,1,5,4,4,3,5,4,4,4,4,4,2,4,4,4,4,5,4,5,4,5,5,5,2,3,1,4,4,4,2,4,2,4,3.636363636,1,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3.766666667,51,3,"$110,000-$119,999",18774,110000,120000,115000,6.125492703
819,4,2,4,2,1,5,4,2,53,1,1,3,3,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,2,3,1,1,2,3,1,3,2,1.633333333,5,4,5,1,4,4,4,4,2,4,4,4,5,4,4,4,4,5,2,4,1,4,5,4,4,5,4,5,4,5,1,4,5,2,2,5,2,4,2,5,2,4,4,4,3.727272727,5,5,2,4,5,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,5,5,4,4,5,4.1,53,2,"$160,000-$169,999",16072,160000,170000,165000,10.26630164
820,3,4,2,2,1,5,3,4,68,2,2,2,3,1,1,2,2,3,3,1,1,3,2,2,2,2,2,2,2,2,2,1,3,3,2,2,1,4,3,2.1,3,3,5,3,4,2,4,4,3,4,3,1,5,3,4,4,4,3,3,4,2,4,5,4,5,3,3,3,2,4,3,4,4,4,2,4,1,4,2,4,2,5,4,4,3.431818182,4,3,5,3,4,2,3,4,4,2,2,2,2,3,3,3,3,3,3,3,2,2,3,3,2,3,4,4,2,3,2.966666667,68,2,"$100,000 - $109,999",14507,1.00E+05,110000,105000,7.237885159
821,2,2,2,3,1,1,5,1,38,2,1,2,4,1,2,1,1,1,3,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,2,2,1,3,3,1.7,5,2,5,1,4,3,5,5,5,5,3,1,5,2,4,4,4,5,1,5,5,5,5,5,4,4,1,4,1,5,1,5,5,4,4,5,2,4,1,4,1,5,4,2,3.636363636,4,4,2,2,4,4,4,3,3,2,4,4,3,4,3,3,4,3,2,4,4,4,4,4,3,4,3,4,4,4,3.466666667,38,5,"$100,000 - $109,999",29854,1.00E+05,110000,105000,3.517116634
822,4,3,1,1,1,5,5,5,29,2,1,1,3,2,4,4,3,3,3,2,1,2,2,2,1,1,2,1,3,1,2,1,1,2,4,1,1,4,3,2.1,4,4,5,3,4,3,4,2,2,5,4,2,5,5,5,4,4,4,5,5,3,5,4,2,3,2,2,3,2,4,2,5,5,2,3,5,4,4,5,5,2,5,2,2,3.636363636,4,4,4,3,4,3,4,4,4,4,5,2,4,4,4,4,4,4,2,4,4,2,3,4,4,4,4,4,3,4,3.7,29,2,"$110,000-$119,999",16072,110000,120000,115000,7.155301145
823,3,3,1,1,1,5,1,5,44,2,1,2,3,3,1,2,2,2,1,1,1,1,2,3,1,1,1,1,3,1,1,3,1,1,1,4,1,3,2,1.733333333,3,3,5,1,4,3,4,2,5,3,4,1,5,3,2,4,1,2,1,3,3,3,5,5,3,4,3,5,3,4,3,5,5,5,2,4,2,5,3,3,3,5,4,4,3.409090909,4,5,2,3,5,5,4,4,4,5,3,3,5,4,4,4,4,1,4,4,5,5,4,3,2,3,4,4,4,3,3.8,44,3,"$140,000-$149,999",18774,140000,150000,145000,7.723447321
824,1,1,1,2,1,3,4,3,63,3,3,3,3,2,1,3,2,2,3,1,3,2,2,3,2,2,2,2,2,2,2,2,2,1,2,3,1,3,3,2.233333333,5,2,4,1,3,3,4,2,5,4,3,1,5,2,2,4,5,4,1,2,2,5,3,5,2,3,1,3,1,4,3,4,3,4,2,4,3,3,2,4,4,5,4,2,3.136363636,4,4,3,2,2,4,4,3,3,2,3,4,4,4,4,3,3,2,4,4,4,2,4,4,3,4,3,4,4,2,3.333333333,63,2,"$130,000-$139,999",16072,130000,140000,135000,8.399701344
825,4,2,2,1,1,5,4,2,63,2,1,2,3,1,1,2,2,1,3,1,2,2,1,1,2,2,1,2,1,1,2,1,1,2,1,3,1,1,2,1.6,3,2,4,2,4,4,4,4,5,4,4,2,5,1,5,4,5,5,2,4,4,4,4,4,4,4,2,5,2,4,2,5,5,5,1,4,1,5,1,4,4,5,5,3,3.636363636,4,4,2,4,4,4,4,5,3,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3.933333333,63,2,"$100,000 - $109,999",16072,1.00E+05,110000,105000,6.533101045
826,4,4,4,2,1,5,3,2,NA,2,2,4,3,2,4,1,2,4,1,1,2,1,3,4,3,3,4,3,2,1,1,1,1,1,4,1,1,4,1,2.233333333,5,2,5,2,5,1,5,2,2,5,5,4,5,4,5,5,5,5,2,5,1,4,5,5,5,5,1,5,4,5,1,4,5,4,1,5,2,4,2,4,2,4,1,3,3.659090909,4,5,4,2,5,4,4,4,4,4,5,4,2,4,4,4,4,2,4,2,1,4,5,5,2,2,4,4,5,4,3.7,NA,NA,NA,NA,NA,NA,NA,NA
827,2,2,1,1,2,5,5,5,59,1,1,4,2,1,2,2,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2,2,3,1,2,2,1,1,2,1.666666667,2,2,5,1,5,4,5,4,5,5,5,1,5,2,5,4,5,2,1,5,5,5,5,5,5,4,4,5,1,5,4,5,4,5,1,2,1,5,1,5,4,5,5,4,3.818181818,5,4,4,4,4,4,5,5,5,4,4,2,4,5,4,5,5,3,5,4,5,5,5,5,2,5,4,5,5,4,4.333333333,59,1,"$140,000-$149,999",12486,140000,150000,145000,11.61300657
828,4,2,3,2,2,4,4,4,33,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,4,2,1.866666667,5,2,5,2,2,3,4,2,4,4,4,2,5,2,3,4,5,5,4,3,2,4,4,4,2,4,1,4,4,4,2,5,5,4,4,5,1,5,2,2,4,4,2,2,3.409090909,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,3.733333333,33,4,"$110,000-$119,999",24755,110000,120000,115000,4.645526156
829,3,5,5,4,1,3,2,1,49,1,2,4,2,1,1,4,2,1,4,1,1,2,1,1,4,2,1,2,1,2,2,4,1,3,3,3,1,4,2,2.1,3,3,5,2,5,3,2,2,3,5,2,1,5,5,5,5,5,3,4,5,4,4,5,5,5,3,4,5,4,5,4,3,3,5,1,2,3,3,3,5,1,4,4,5,3.704545455,4,4,5,2,4,3,4,4,4,1,5,1,3,5,2,3,4,3,5,5,3,5,1,4,5,5,5,1,5,5,3.666666667,49,2,"$190,000-$199,999",16072,190000,2.00E+05,195000,12.13290194
830,3,4,4,1,1,5,5,5,32,1,1,3,3,1,2,2,1,2,2,2,1,1,3,2,2,1,2,2,1,1,2,2,3,1,3,2,3,1,2,1.833333333,4,3,4,1,5,5,3,5,4,3,4,3,4,3,3,5,3,3,1,5,2,5,5,3,4,4,2,5,2,3,1,4,5,5,3,4,1,4,1,5,3,5,3,3,3.477272727,4,5,1,2,4,5,5,3,4,3,5,5,5,5,3,3,4,2,5,2,2,5,3,4,3,4,3,4,1,3,3.566666667,32,1,"$100,000 - $109,999",12486,1.00E+05,110000,105000,8.409418549
