subID,HP1,HP2,HP3,HP4,HP5,HP6,HP7,HP8,Age,BIS1,BIS2,BIS3,BIS4,BIS5,BIS6,BIS7,BIS8,BIS9,BIS10,BIS11,BIS12,BIS13,BIS14,BIS15,BIS16,BIS17,BIS18,BIS19,BIS20,BIS21,BIS22,BIS23,BIS24,BIS25,BIS26,BIS27,BIS28,BIS29,BIS30,BIS_score,BFI1,BFI2,BFI3,BFI4,BFI5,BFI6,BFI7,BFI8,BFI9,BFI10,BFI11,BFI12,BFI13,BFI14,BFI15,BFI16,BFI17,BFI18,BFI19,BFI20,BFI21,BFI22,BFI23,BFI24,BFI25,BFI26,BFI27,BFI28,BFI29,BFI30,BFI31,BFI32,BFI33,BFI34,BFI35,BFI36,BFI37,BFI38,BFI39,BFI40,BFI41,BFI42,BFI43,BFI44,BFI_C_score,P_Q1TP,P_Q2RCS,P_Q3RTP,P_Q4RCS,P_Q5CS,P_Q6RMF,P_Q7TP,P_Q8CS,P_Q9MF,P_Q10RMF,P_Q11RTP,P_Q12RCS,P_Q13RMF,P_Q14TP,P_Q15CS,P_Q16MF,P_Q17CS,P_Q18RCS,P_Q19MF,P_Q20RTP,P_Q21RCS,P_Q22RMF,P_Q23TP,P_Q24MF,P_QR25TP,P_Q26CS,P_Q27MF,P_Q28TP,P_Q29RMF,P_Q30RTP,Planfulness_score,Age,SES1,SES2,threshold,minincome,maxincome,adj_inc,INR
621,2,2,2,2,1,5,5,4,31,2,2,2,3,1,2,2,2,2,1,2,2,1,2,3,1,2,1,2,2,1,2,1,1,1,2,2,2,1,1,1.7,4,2,5,2,4,3,5,4,3,3,4,1,5,3,4,5,4,4,3,4,1,5,4,4,4,3,1,5,2,3,2,5,5,3,3,5,1,5,3,4,2,4,4,3,3.477272727,5,4,3,4,5,4,5,5,5,4,5,3,4,5,5,4,5,3,4,4,4,5,4,4,3,3,4,4,4,5,4.2,31,1,"$60,000 - $69,999",12486,60000,70000,65000,5.20583053
622,3,1,1,1,1,5,5,4,62,2,1,2,2,2,1,2,2,2,2,2,2,2,2,4,1,2,1,2,2,1,2,1,2,1,1,2,1,1,2,1.733333333,4,3,4,2,4,4,4,4,2,4,4,2,5,4,3,3,4,3,5,2,4,5,3,3,2,2,2,3,4,4,3,5,4,3,2,4,2,4,4,4,3,4,3,2,3.386363636,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,5,4,4,4,3,3.8,62,2,"$120,000-$129,999",16072,120000,130000,125000,7.777501244
623,4,5,4,5,1,5,4,2,43,2,2,2,3,3,3,4,4,4,3,3,4,4,3,3,2,3,4,3,3,3,3,1,1,2,3,3,3,4,3,2.933333333,5,5,4,4,2,2,2,1,1,5,1,2,2,5,1,2,3,1,5,3,2,1,1,1,1,2,4,2,5,2,4,5,2,1,4,2,5,4,5,5,5,4,1,1,2.840909091,4,4,1,2,4,4,2,3,3,3,5,4,2,2,4,2,3,3,3,4,2,2,4,2,3,3,4,4,3,2,3.033333333,43,2,"$70,000 - $79,999",16072,70000,80000,75000,4.666500747
624,4,3,1,3,2,3,2,2,33,3,1,3,2,2,3,2,2,2,2,1,2,2,1,1,1,2,3,3,1,1,1,1,2,3,1,4,1,2,1,1.866666667,4,5,4,1,5,3,3,2,4,5,5,4,3,1,5,4,3,5,2,5,2,3,3,5,5,4,3,4,2,2,3,3,4,4,3,5,3,4,2,3,3,5,3,2,3.477272727,5,4,2,3,3,4,4,5,3,3,2,2,4,3,3,4,3,3,2,2,1,2,5,4,3,4,3,3,4,4,3.233333333,33,3,"$70,000 - $79,999",18774,70000,80000,75000,3.994886545
625,1,1,1,3,1,5,5,5,38,2,1,1,2,2,3,3,3,2,2,2,2,1,2,1,1,1,1,1,2,1,1,3,2,1,3,2,2,2,3,1.833333333,4,3,5,2,4,4,4,2,3,4,1,3,5,4,5,3,5,3,5,5,4,5,3,2,4,2,3,5,5,5,3,5,5,5,4,5,1,5,5,5,5,5,4,5,3.954545455,4,3,2,3,4,3,5,5,4,3,4,4,3,4,5,5,4,5,5,3,3,2,4,4,2,5,5,5,3,4,3.833333333,38,2,"$50,000 - $59,999",16072,50000,60000,55000,3.422100548
626,4,1,1,1,1,5,2,4,52,3,2,4,4,3,4,4,3,3,3,4,2,1,2,2,2,2,3,2,1,1,2,1,2,1,2,3,4,3,2,2.5,5,4,5,3,5,4,5,2,4,5,3,2,5,4,4,4,5,5,4,4,1,2,5,5,5,4,2,4,4,2,4,5,5,4,3,5,4,5,2,2,4,4,4,1,3.818181818,3,4,2,2,4,3,3,4,4,2,2,2,3,4,4,4,4,3,4,3,1,4,3,3,2,4,5,5,2,2,3.166666667,52,2,"$40,000 - $49,999",16072,40000,50000,45000,2.799900448
627,3,2,4,1,2,2,4,3,22,2,2,4,3,1,2,3,2,3,2,2,2,1,2,3,2,1,1,2,2,2,3,1,1,2,2,2,2,1,1,1.966666667,4,3,5,1,3,2,4,2,5,5,4,3,5,4,3,4,3,5,1,4,2,4,4,5,3,5,4,4,4,2,2,3,5,5,3,5,3,5,2,3,2,3,2,2,3.454545455,5,4,4,4,5,4,4,5,4,4,4,4,4,4,4,3,4,4,3,3,4,5,4,3,3,5,4,3,4,4,3.966666667,22,1,"$10,000 - $19,999",12486,10000,20000,5000,0.400448502
628,3,1,1,1,1,5,5,5,60,2,2,4,4,1,1,3,1,2,4,1,2,4,1,3,1,1,1,2,2,1,2,2,3,3,1,2,1,1,3,2.033333333,5,3,5,1,5,1,5,5,5,5,5,1,5,1,4,5,5,5,1,4,3,5,5,5,5,4,1,5,3,3,4,5,5,5,4,4,1,5,3,3,3,5,5,4,3.886363636,5,3,2,3,4,3,3,3,3,2,2,4,4,3,3,4,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3.2,60,5,"$80,000 - $89,999",29854,80000,90000,85000,2.847189656
629,3,4,1,1,1,5,4,3,65,2,2,3,4,1,2,2,1,2,1,2,1,4,1,3,1,2,2,2,2,2,2,3,2,1,2,2,2,1,3,2,1,1,5,2,5,5,5,2,2,5,5,1,5,4,4,3,4,4,4,4,5,5,3,5,5,2,4,4,4,5,4,5,5,4,2,4,4,5,4,5,1,5,4,4,3.840909091,1,4,3,4,5,5,5,5,5,4,4,2,4,4,4,4,5,3,5,4,4,4,4,4,3,4,5,2,4,4,3.933333333,65,2,"$20,000 - $29,999",14507,20000,30000,25000,1.72330599
630,2,3,1,1,1,5,4,4,26,2,2,3,3,1,2,2,2,4,3,3,2,1,1,3,2,2,3,2,3,2,2,1,1,1,2,2,1,1,1,2,4,3,5,4,3,4,4,3,2,4,2,1,5,4,4,3,4,3,4,4,5,4,4,2,3,2,2,5,5,5,4,4,5,2,2,3,1,3,4,4,4,4,5,5,3.568181818,4,3,2,3,4,4,4,4,5,4,4,2,4,4,4,2,5,2,5,4,5,4,4,3,2,5,3,4,5,4,3.733333333,26,5,"$60,000 - $69,999",29854,60000,70000,65000,2.177262678
631,4,2,4,3,3,3,3,3,18,2,3,2,2,3,3,2,3,3,3,4,2,2,2,2,1,3,1,3,2,2,2,1,1,1,3,2,3,3,3,2.3,2,4,4,4,5,4,3,2,2,4,1,2,5,4,5,4,4,2,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3.25,5,3,2,2,4,2,5,5,5,1,1,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2.933333333,18,2,"$50,000 - $59,999",16072,50000,60000,55000,3.422100548
632,3,3,1,2,1,1,5,1,67,1,1,3,3,1,2,1,1,2,1,1,1,1,1,3,1,2,1,2,3,1,2,2,1,1,1,3,1,4,3,1.7,2,3,4,1,4,4,5,5,4,4,3,1,5,4,3,4,5,4,3,4,4,5,5,3,4,3,1,5,3,4,3,5,4,2,4,3,1,4,3,4,4,4,3,1,3.5,4,4,2,1,4,4,4,4,2,5,2,4,4,4,4,3,4,1,3,4,3,5,3,4,3,4,3,4,4,4,3.466666667,67,3,"$70,000 - $79,999",18774,70000,80000,75000,3.994886545
633,3,3,3,3,3,3,3,3,29,3,2,3,2,2,2,3,3,3,3,1,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,2.366666667,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2.977272727,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3.066666667,29,1,"$10,000 - $19,999",12486,10000,20000,5000,0.400448502
634,3,3,3,1,1,4,4,4,33,2,3,3,3,2,2,2,2,3,3,3,2,2,3,3,2,2,2,2,2,3,2,1,2,2,2,2,1,3,2,2.266666667,5,5,3,4,4,2,3,2,4,4,5,1,5,3,5,4,5,2,5,5,3,5,2,2,4,2,4,4,4,5,2,5,4,2,4,3,1,4,3,4,3,4,2,3,3.522727273,4,2,2,2,3,2,4,4,4,2,2,3,3,4,5,4,4,3,4,1,2,3,3,3,2,4,4,5,1,2,3.033333333,33,2,"$10,000 - $19,999",16072,10000,20000,5000,0.31110005
635,1,2,1,1,1,4,4,4,67,1,2,2,1,2,4,1,3,3,2,3,2,2,2,3,1,2,2,1,3,1,1,2,1,1,2,3,2,3,2,2,2,4,5,1,2,5,4,4,1,4,4,1,5,4,4,4,4,5,4,4,4,4,4,2,2,2,1,5,4,4,4,4,4,1,5,2,1,4,4,4,4,4,4,1,3.386363636,4,4,2,5,4,2,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,2,2,4,3,4,4,4,3.766666667,67,2,"$50,000 - $59,999",14507,50000,60000,55000,3.791273178
636,1,3,2,2,2,5,4,3,19,2,2,3,3,1,2,1,2,2,1,1,2,2,1,3,1,1,1,3,1,1,1,2,2,1,1,1,1,2,4,1.7,3,2,4,3,4,4,4,4,4,4,3,3,4,3,4,4,4,4,1,3,3,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,2,4,3,4,4,5,4,4,3.681818182,5,3,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,5,4,3,4,2,4,4,4,4,4,3,3,3.733333333,NA,NA,NA,NA,NA,NA,NA,NA
637,3,1,1,1,5,5,5,1,69,2,2,3,4,2,1,2,2,2,3,1,2,4,2,4,1,2,2,3,2,1,3,4,2,1,1,3,1,4,4,2.333333333,3,1,5,1,3,4,4,2,5,3,3,1,5,1,4,3,4,3,4,1,5,5,4,5,3,1,1,4,5,4,4,5,4,4,4,2,4,5,4,3,5,4,2,2,3.386363636,5,5,1,2,3,4,4,4,4,2,1,4,4,1,4,3,4,1,2,3,3,2,3,3,3,3,1,5,4,1,2.966666667,69,1,"$10,000 - $19,999",11511,10000,20000,5000,0.434367127
638,3,4,1,3,2,4,5,2,67,2,2,4,4,1,2,2,2,2,2,2,2,2,2,3,1,2,2,3,2,1,2,1,2,2,2,2,1,1,3,2.033333333,4,5,4,1,4,4,4,2,4,4,4,3,5,4,3,4,3,4,2,5,3,5,4,2,4,3,2,4,3,4,2,4,4,4,2,5,2,4,3,4,4,4,4,3,3.545454545,5,2,2,2,4,4,4,4,4,2,2,3,4,4,4,4,4,2,4,4,2,4,4,4,3,4,4,3,4,3,3.433333333,67,1,"$50,000 - $59,999",11511,50000,60000,55000,4.778038398
639,1,1,1,4,3,5,1,3,48,3,2,1,1,2,3,4,2,4,3,3,4,4,2,3,1,3,3,3,3,1,3,2,1,1,1,2,1,2,4,2.4,3,2,4,4,5,3,1,3,1,4,1,1,5,5,3,1,1,1,5,5,2,4,1,1,4,3,3,4,5,3,5,4,2,1,3,3,4,1,3,5,3,3,2,3,2.954545455,3,3,2,3,3,2,3,3,4,2,4,1,2,2,3,2,4,4,4,3,1,4,2,3,4,4,4,4,3,4,3,48,6,"$190,000-$199,999",34337,190000,2.00E+05,195000,5.679005155
640,4,4,2,3,2,4,3,4,68,3,2,2,3,3,1,4,3,3,3,1,3,3,2,3,1,2,1,2,3,1,2,2,1,2,1,2,1,4,3,2.233333333,2,2,3,3,4,4,4,4,3,3,2,2,4,4,3,3,4,3,4,4,3,4,2,4,3,3,3,3,4,3,4,4,3,2,4,4,3,4,4,3,2,4,2,2,3.227272727,4,3,2,4,4,2,3,3,4,3,4,3,4,4,3,2,3,4,3,4,3,2,4,3,2,2,3,2,4,2,3.1,68,1,"$120,000-$129,999",11511,120000,130000,125000,10.85917818
641,3,2,2,2,1,3,5,2,24,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,3,3,1,1,1,1,2,2,3,3,2,2.133333333,4,3,4,3,2,3,3,3,2,4,3,2,3,4,3,3,3,4,4,3,2,4,3,3,3,3,2,3,3,3,3,3,3,3,4,4,2,4,3,2,3,4,3,3,3.090909091,4,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,2,3,3,3,2,3,3,2,3,3,3,2,4,3.166666667,24,2,"$20,000 - $29,999",16072,20000,30000,25000,1.555500249
642,2,1,2,1,2,1,2,1,59,2,2,4,3,2,1,2,2,2,4,1,3,4,3,3,2,2,2,2,2,1,2,3,2,4,3,3,2,2,3,2.433333333,4,5,5,4,4,2,4,2,2,4,2,1,4,2,4,3,4,1,1,4,4,4,2,4,4,5,2,4,2,5,2,4,5,2,1,5,4,5,1,4,2,4,4,4,3.295454545,5,4,2,4,3,4,4,3,3,4,4,3,4,3,4,4,4,3,4,4,4,2,3,4,2,4,3,4,4,2,3.5,59,1,"$20,000 - $29,999",12486,20000,30000,25000,2.002242512
643,2,2,1,3,1,5,5,4,20,2,1,3,2,1,4,1,2,1,1,2,1,1,1,2,2,1,3,1,1,1,2,2,2,1,4,2,2,1,2,1.733333333,1,4,5,4,4,5,5,5,2,5,3,1,5,4,5,4,4,4,5,5,5,5,4,4,4,1,1,5,4,5,5,5,5,4,4,1,1,4,5,4,1,4,2,4,3.795454545,5,5,2,2,4,4,5,5,5,4,4,2,4,4,4,5,5,4,4,4,1,4,5,4,3,4,5,4,5,5,4.033333333,20,4,"$50,000 - $59,999",24755,50000,60000,55000,2.221773379
644,2,3,1,1,1,5,3,4,47,3,2,3,2,1,2,3,2,3,3,1,2,2,2,3,1,2,2,2,2,1,1,2,1,2,3,2,1,2,2,2,2,2,4,3,4,4,4,3,3,5,2,1,4,4,3,3,4,3,4,4,4,4,3,3,3,2,2,3,4,5,4,4,4,4,3,3,2,3,3,4,1,4,3,4,3.295454545,4,2,2,3,4,3,3,4,4,2,4,2,2,3,4,3,4,3,4,2,3,2,4,4,3,4,4,4,4,4,3.266666667,47,4,"$50,000 - $59,999",24755,50000,60000,55000,2.221773379
645,2,3,3,3,1,4,2,2,37,3,2,4,2,2,4,2,3,2,2,2,2,3,1,3,1,2,2,2,3,1,2,1,3,2,3,3,2,3,3,2.333333333,2,2,2,4,2,4,3,2,3,5,2,1,2,4,4,4,4,4,5,3,3,4,2,4,2,4,4,2,4,5,4,5,4,4,1,4,2,1,2,3,2,3,4,4,3.159090909,4,4,4,4,2,2,2,2,2,2,4,1,2,2,3,2,4,1,2,2,4,2,4,4,2,4,3,2,2,3,2.7,37,2,"$90,000 - $99,999",16072,90000,1.00E+05,95000,5.910900946
646,2,4,2,3,3,4,5,2,31,3,3,2,3,3,4,2,2,1,2,4,2,2,4,2,4,3,4,3,1,3,4,3,2,3,2,3,2,2,3,2.7,4,3,4,3,4,4,3,2,2,3,2,4,3,3,4,4,2,3,4,5,3,4,4,4,5,5,3,4,2,3,2,5,3,3,4,2,3,4,3,5,5,4,3,3,3.454545455,5,2,2,2,3,2,4,5,5,2,2,2,3,3,5,3,3,2,4,1,3,1,4,5,4,1,2,2,1,5,2.933333333,31,3,"$50,000 - $59,999",18774,50000,60000,55000,2.929583466
647,3,1,2,2,1,4,4,4,44,2,1,2,3,2,2,3,2,2,3,2,2,1,2,3,1,1,1,1,2,1,2,2,1,2,2,2,2,3,2,1.9,4,4,5,4,3,4,4,4,3,3,3,1,5,4,3,3,2,3,4,4,3,3,3,3,2,3,3,4,4,3,4,4,4,3,4,3,3,3,3,3,4,3,2,2,3.318181818,4,3,3,4,3,3,4,4,4,3,4,4,3,4,4,3,4,4,4,3,3,4,3,4,4,4,4,4,3,4,3.633333333,44,4,"$180,000-$189,999",24755,180000,190000,185000,7.47323773
648,4,4,2,3,1,3,4,3,59,3,2,2,3,2,2,2,1,2,3,1,3,4,2,4,2,2,3,2,3,2,2,1,3,3,3,3,1,1,3,2.333333333,4,1,4,1,5,4,5,2,5,5,5,1,5,4,3,5,5,2,4,4,2,3,2,5,5,2,3,4,1,5,4,5,4,5,2,4,1,4,4,3,1,5,4,5,3.568181818,4,4,2,2,3,4,2,4,4,2,2,2,3,2,3,4,4,3,4,3,2,3,3,3,4,4,4,4,2,2,3.066666667,59,1,"$70,000 - $79,999",12486,70000,80000,75000,6.006727535
649,1,3,1,1,2,5,4,5,68,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,1,3,2,2,2,2,1.9,4,1,5,1,5,3,5,2,4,5,5,1,5,4,4,4,5,2,4,5,3,5,2,5,5,3,1,4,1,5,3,5,5,4,2,2,3,4,1,5,1,5,3,5,3.545454545,5,4,3,4,4,4,4,4,5,4,5,4,3,3,4,4,4,2,5,5,5,4,5,5,3,4,5,4,3,4,4.066666667,68,2,"$70,000 - $79,999",14507,70000,80000,75000,5.169917971
650,1,1,1,1,1,5,4,5,31,2,2,3,2,1,2,4,2,3,3,2,3,2,3,3,1,2,2,3,2,1,1,1,2,1,1,2,1,3,2,2.066666667,2,1,4,4,4,4,5,5,2,5,2,1,5,4,4,1,4,3,4,4,5,4,4,2,3,4,1,1,4,5,4,5,5,4,4,3,1,4,4,5,2,4,4,5,3.522727273,5,5,1,2,5,5,5,5,5,4,5,4,5,4,4,2,4,1,3,5,2,2,4,4,5,3,5,5,4,5,3.933333333,31,4,"$40,000 - $49,999",24755,40000,50000,45000,1.817814583
651,1,3,3,2,2,2,4,2,62,3,3,3,2,1,1,1,3,2,4,1,3,4,2,4,3,3,3,2,2,1,3,2,1,2,1,3,1,4,4,2.4,1,1,3,4,2,5,2,2,2,2,5,1,4,5,3,2,1,5,4,4,5,4,2,3,2,4,3,2,4,3,5,5,4,3,4,2,3,3,4,2,2,5,2,2,3.090909091,4,4,2,2,4,4,3,2,3,4,2,4,2,2,4,3,2,2,2,3,4,4,2,4,2,4,2,4,4,2,3,62,3,"$60,000 - $69,999",18774,60000,70000,65000,3.462235006
652,2,4,1,1,1,5,5,5,24,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,1,2,2,2,2,1,2,2,1,1,2,2,2,4,3,2.066666667,2,4,5,3,1,4,5,3,3,4,3,1,5,4,4,2,5,4,4,2,4,4,4,4,2,4,5,5,3,4,5,5,5,4,4,2,2,5,5,4,5,4,3,1,3.659090909,5,4,4,2,4,3,3,3,4,2,2,3,4,4,4,4,4,3,4,3,2,4,4,4,2,4,3,3,2,3,3.333333333,24,2,"$90,000 - $99,999",16072,90000,1.00E+05,95000,5.910900946
653,1,2,3,3,1,3,4,3,57,2,1,2,3,2,2,2,1,1,3,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1.666666667,1,4,5,2,4,4,5,3,2,3,2,2,5,4,4,3,2,5,4,3,4,4,4,3,2,1,2,5,4,3,2,3,4,4,4,4,2,4,4,4,3,4,4,2,3.340909091,5,3,2,3,5,2,4,4,4,3,5,4,4,3,3,4,3,4,4,2,2,3,3,3,2,4,4,3,2,4,3.366666667,57,2,"$90,000 - $99,999",16072,90000,1.00E+05,95000,5.910900946
654,2,2,1,1,1,2,3,4,25,3,3,3,4,2,2,3,2,3,1,2,3,3,1,4,1,3,2,2,4,3,1,2,1,1,1,2,2,3,3,2.333333333,4,2,5,4,3,4,5,4,4,5,4,1,5,3,3,4,5,4,2,3,4,5,3,4,2,2,2,5,4,5,5,5,5,4,4,4,2,4,2,4,4,4,2,3,3.681818182,4,4,2,2,4,4,4,4,4,2,2,4,4,3,4,3,2,3,2,3,3,4,4,4,2,4,2,3,4,4,3.266666667,25,3,"$100,000 - $109,999",18774,1.00E+05,110000,105000,5.592841163
655,1,1,1,3,1,5,5,3,34,3,1,4,2,2,2,1,2,2,3,3,1,3,1,4,1,1,1,1,4,1,1,1,1,1,1,4,2,1,1,1.866666667,5,1,5,1,5,1,5,5,3,3,5,1,5,1,1,5,3,3,1,1,1,1,5,1,1,1,1,5,1,3,1,5,3,5,5,5,1,5,1,5,3,5,5,3,3,5,1,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,5,5,1,1,5,1,1,5,5,1,3.533333333,34,2,"$10,000 - $19,999",16072,10000,20000,5000,0.31110005
656,4,2,2,2,1,5,4,4,64,2,2,3,2,1,2,2,1,2,2,2,2,1,2,4,1,1,2,1,1,1,1,2,1,2,3,1,2,4,2,1.833333333,1,1,5,2,1,5,4,4,4,1,1,1,5,1,2,2,5,4,2,1,5,5,4,5,1,1,2,5,1,1,4,5,4,4,5,2,1,4,2,1,5,5,4,1,2.931818182,5,2,2,4,4,2,4,4,5,4,5,5,4,5,4,4,5,5,4,4,2,4,5,4,4,4,5,5,2,5,4.033333333,64,2,"$90,000 - $99,999",16072,90000,1.00E+05,95000,5.910900946
657,3,3,1,1,1,5,5,5,20,1,1,2,2,4,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,1,3,1,1.466666667,4,3,5,1,4,3,5,5,4,5,5,1,5,2,5,5,5,5,4,5,4,5,3,5,5,3,2,5,2,3,4,5,5,5,3,4,2,5,4,5,5,5,5,1,4,5,4,1,3,4,5,4,5,5,4,5,4,4,4,4,5,4,3,5,4,4,4,4,4,2,4,4,4,4,4,4,20,6,"$20,000 - $29,999",34337,20000,30000,25000,0.728077584
658,2,3,1,1,1,4,4,4,20,2,2,1,2,1,2,2,2,2,3,1,2,2,2,4,1,2,1,1,3,1,2,1,1,1,2,3,1,3,2,1.833333333,2,1,5,4,4,4,4,2,3,4,4,2,5,4,3,4,5,5,4,4,3,5,3,3,4,2,4,4,4,5,4,5,5,4,4,4,1,5,3,4,1,5,3,4,3.681818182,5,3,1,4,5,4,4,4,4,2,4,4,4,4,4,4,4,3,4,4,5,4,5,5,3,4,5,4,4,4,3.933333333,20,4,"$100,000 - $109,999",24755,1.00E+05,110000,105000,4.24156736
659,1,2,1,1,1,5,5,1,18,1,1,4,2,1,3,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,2,4,1,1,2,2,4,3,1,1.733333333,4,5,5,1,3,3,5,4,5,5,5,1,5,4,4,3,5,5,4,3,4,5,3,5,3,5,5,5,4,3,2,5,5,5,5,5,1,5,3,5,3,5,5,3,4.045454545,5,5,3,5,5,5,5,5,5,5,1,3,2,5,5,5,5,3,4,5,5,4,5,5,2,5,5,4,4,5,4.333333333,18,6,"$120,000-$129,999",34337,120000,130000,125000,3.64038792
660,1,1,1,1,1,5,4,5,57,3,2,2,2,1,1,4,1,1,1,1,3,4,2,4,1,2,2,2,3,1,2,2,1,1,2,2,1,1,1,1.866666667,2,2,5,1,2,5,5,4,5,5,3,2,5,1,3,1,5,4,1,5,4,5,5,5,1,2,2,5,1,5,3,4,5,3,1,5,1,3,1,1,1,3,5,4,3.204545455,5,3,2,3,4,4,5,4,4,2,4,1,5,4,5,3,3,2,4,5,5,3,2,5,2,3,5,5,4,3,3.633333333,57,3,"$190,000-$199,999",18774,190000,2.00E+05,195000,10.38670502
661,3,4,2,2,1,4,2,5,22,2,1,3,3,1,3,2,2,1,2,2,1,2,3,2,2,2,1,2,2,1,2,1,1,2,2,2,1,3,1,1.833333333,5,2,5,2,5,3,5,3,3,5,5,2,5,4,5,5,4,5,2,5,3,5,4,5,5,4,4,4,4,5,4,5,5,4,2,5,4,5,4,5,1,4,5,5,4.113636364,5,5,4,4,5,3,3,4,4,2,3,2,4,5,4,3,4,3,4,3,3,4,5,4,4,4,3,4,2,4,3.7,22,8,"$40,000 - $49,999",44188,40000,50000,45000,1.01837603
662,1,3,1,2,1,3,5,5,72,3,2,1,1,1,2,2,2,2,4,1,3,4,1,4,1,1,2,1,3,1,1,2,1,2,2,2,1,1,3,1.9,1,2,4,4,2,5,4,3,1,3,2,2,4,4,2,2,4,4,5,3,5,4,4,3,2,1,3,3,2,4,5,5,3,1,3,2,2,3,4,3,3,5,3,2,3.090909091,4,3,4,3,4,3,3,4,2,2,2,3,3,2,3,2,3,5,4,2,2,3,3,4,3,3,3,4,2,2,3,72,3,"$10,000 - $19,999",18774,10000,20000,5000,0.26632577
663,3,3,3,3,4,3,2,3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,4,2,4,4,4,3,3,2,2,2,3,2,3,2,3,3,2,2,4,3,2,2,2,2,3,3,3,5,5,2,3,2,2,5,3,5,4,4,3,2.909090909,1,4,2,3,3,2,2,4,3,1,3,5,3,5,3,4,2,3,2,3,4,4,3,3,5,3,1,5,3,3,3.066666667,21,2,"$110,000-$119,999",16072,110000,120000,115000,7.155301145
664,4,3,3,1,1,5,5,1,57,1,1,2,2,1,3,2,2,1,1,2,2,2,2,3,3,2,2,2,2,2,1,1,1,1,1,1,1,3,1,1.7,4,4,5,3,4,2,4,3,4,3,4,2,5,2,3,4,4,4,2,4,2,4,5,4,3,4,1,4,3,3,1,4,4,4,5,5,2,4,2,3,2,4,4,3,3.409090909,4,4,2,4,5,4,4,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3.866666667,57,4,"$90,000 - $99,999",24755,90000,1.00E+05,95000,3.837608564
665,2,4,1,4,1,5,4,5,34,3,2,2,1,2,4,1,3,4,4,3,3,3,4,3,2,2,4,2,1,3,2,4,3,4,4,3,4,3,3,2.866666667,1,2,4,5,2,3,5,3,1,4,1,3,4,5,2,1,5,4,5,5,5,5,3,1,3,3,4,4,5,4,5,5,4,1,4,1,4,2,5,3,1,3,3,2,3.295454545,5,2,2,3,4,1,4,4,4,2,4,4,3,2,4,2,4,4,4,3,1,1,4,3,5,3,4,3,2,4,3.166666667,34,2,"$70,000 - $79,999",16072,70000,80000,75000,4.666500747
666,3,1,2,2,1,5,5,5,28,2,1,2,3,1,2,2,1,2,1,2,1,1,2,3,1,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1.7,4,3,5,2,4,2,5,4,4,4,4,2,5,4,4,4,5,4,4,4,2,5,4,3,4,5,1,5,4,4,2,5,5,4,5,5,2,5,4,5,2,5,2,2,3.795454545,5,4,3,4,4,4,4,5,4,3,5,5,4,5,5,4,5,5,4,4,4,4,4,5,3,4,5,5,4,5,4.3,28,2,"$100,000 - $109,999",16072,1.00E+05,110000,105000,6.533101045
667,1,2,1,1,1,5,5,5,51,3,4,3,4,1,1,3,2,2,2,1,3,2,4,4,2,4,2,3,3,1,3,1,2,1,1,2,1,2,2,2.3,4,4,5,1,2,3,5,3,5,4,2,1,5,1,3,4,5,2,4,4,3,5,2,5,3,4,2,5,2,4,1,5,5,5,2,4,2,5,1,3,4,5,2,2,3.363636364,5,4,2,1,5,2,5,2,4,4,3,2,4,3,4,4,5,1,4,4,5,5,4,5,5,4,5,4,3,3,3.7,51,4,"$150,000-$159,999",24755,150000,160000,155000,6.261361341
